site,date_observed,genus,species,id,observer,date_entered,data_entry,data_entered_NPN,leaf_breaking_bud_observed,leaf_breaking_bud_intensity,leaf_observed,leaf_intensity,leaf_increasing_size_observed,leaf_increasing_size_intensity,leaf_color_observed,leaf_color_intensity,leaf_falling_observed,leaf_falling_intensity,flower_buds_observed,flower_buds_intensity,flower_open_observed,flower_open_intensity,flower_pollen_release_observed,flower_pollen_release_intensity,fruit_observed,fruit_intensity,fruit_ripe_observed,fruit_ripe_intensity,fruit_drop_observed,fruit_drop_intensity,nativity,doy
King's Grove,5/30/2017,Rhamnus,cathartica,IB1,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB2,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB3,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB4,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB5,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB6,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,Y,11-100,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB7,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB8,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB9,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,Y,11-100,Y,50-74,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rhamnus,cathartica,IB10,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH1,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH2,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH3,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH4,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH5,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH6,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH7,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH8,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,24-May,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH9,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,Y,1001-10000,Y,50-74,Y,little,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Lonicera,maackii,IH10,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR1,Duckett,6/20/2017,Lucy Liu,n,Y,10-Mar,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR2,Duckett,6/20/2017,Lucy Liu,n,Y,10-Mar,Y,24-May,Y,24-May,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR3,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,.1-4.9,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR4,Duckett,6/20/2017,Lucy Liu,n,Y,10-Mar,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR5,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,24-May,Y,24-May,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR6,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,95-100,Y,50-74,N,0,N,0,Y,11-100,Y,25-49,Y,little,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR7,Duckett,6/20/2017,Lucy Liu,n,Y,10-Mar,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR8,Duckett,6/20/2017,Lucy Liu,n,Y,10-Mar,Y,25-49,Y,24-May,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR9,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,5/30/2017,Rubus,allegheniensis,NR10,Duckett,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,150
King's Grove,6/8/2017,Rhamnus,cathartica,IB1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rhamnus,cathartica,IB10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,Y,10-Mar,Y,24-May,N,none,Y,11-100,N,0,N,0,invasive,159
King's Grove,6/8/2017,Lonicera,maackii,IH10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,24-May,Y,24-May,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,Y,8,Y,75-94,Y,little,Y,10-Mar,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/8/2017,Rubus,allegheniensis,NR10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,159
King's Grove,6/12/2017,Rhamnus,cathartica,IB1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rhamnus,cathartica,IB10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Lonicera,maackii,IH10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,Y,11-100,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/12/2017,Rubus,allegheniensis,NR10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,163
King's Grove,6/20/2017,Rhamnus,cathartica,IB1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,Y,101-1000,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,Y,101-1000,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rhamnus,cathartica,IB10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,N,95-100,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,N,95-100,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,N,95-100,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,Y,101-1000,N,0,N,0,invasive,171
King's Grove,6/20/2017,Lonicera,maackii,IH10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR1,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,24-May,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR2,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR3,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR4,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR5,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR6,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,75-94,Y,50-74,N,0,N,0,N,0,N,0,N,none,Y,11-100,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR7,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR8,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR9,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,25-49,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/20/2017,Rubus,allegheniensis,NR10,Liu/Dhyani,6/20/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,native,171
King's Grove,6/27/2017,Rhamnus,cathartica,IB1,Liu/Dhyani,6/27/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,178
King's Grove,6/27/2017,Rhamnus,cathartica,IB2,Liu/Dhyani,6/27/2017,Lucy Liu,n,N,0,Y,50-74,Y,25-49,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,178
King's Grove,6/27/2017,Rhamnus,cathartica,IB3,Liu/Dhyani,6/27/2017,Lucy Liu,n,N,0,Y,50-74,Y,50-74,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,178
King's Grove,6/27/2017,Rhamnus,cathartica,IB4,Liu/Dhyani,6/27/2017,Lucy Liu,n,N,0,Y,75-94,Y,75-94,N,0,N,0,N,0,N,0,N,none,N,0,N,0,N,0,invasive,178
